date,etat_failed,etat_passed,avg_failed_duree,avg_succeed_duree
2023-07-07,58,13681,114.22413793103449,435.98384621007017
2023-07-06,79,13663,933.22784810126529,431.83005196516058
2023-07-05,61,13537,3726.0983606557375,419.228041663588
2023-07-04,71,13660,32.154929577464792,432.50885797950224
2023-07-03,223,13421,5643.1973094170426,326.99254899038738
2023-07-02,63,13426,36.269841269841265,432.26381647549448
2023-07-01,55,13513,299.61818181818194,426.4606675053659
