date_exploitation,etat_failed,etat_passed,avg_failed_duree,avg_succeed_duree
2023-06-30,51,9175,27.999999999999993,178.35705722070836
2023-06-29,55,13589,996.29090909090883,397.7702553535928
2023-06-28,61,13523,3724.8196721311474,419.81098868594194
2023-06-27,70,13662,10.985714285714286,430.05877616747324
2023-06-26,70,13320,8.2714285714285687,434.11358858859091
2023-06-25,735,11885,1.3741496598639464,482.40100967606276
2023-06-24,36,13370,7.8055555555555545,432.22879581151977
