date_exploitation,etat_failed,etat_passed,avg_failed_duree,avg_succeed_duree
2023-06-23,53,13582,6.0943396226415114,428.05860697982632
2023-06-22,51,13589,1063.5686274509806,434.57877695194571
2023-06-21,55,13375,2791.1636363636362,430.7546168224294
2023-06-20,59,13532,8.525423728813557,435.28591486845846
2023-06-19,76,13444,47.236842105263158,430.3925171080034
2023-06-18,64,13395,6.9843749999999973,426.58409854423195
2023-06-17,49,13445,495.85714285714289,424.02707326143576
