date,etat_failed,etat_passed,avg_failed_duree,avg_succeed_duree
2023-06-03,30,13557,5.1,462.70944899314088
2023-06-04,42,13605,3.6190476190476191,464.94656376332284
2023-06-05,47,13579,1135.9148936170211,463.21201855806788
2023-06-06,40,13607,3.7249999999999996,467.86845006246705
2023-06-07,40,13596,6289.15,458.24779346866723
2023-06-08,45,13681,1439.3555555555556,467.10722900372764
2023-06-09,49,13635,293.57142857142833,465.3935460212698

